wellName,datasetName,Depth,AC,CAL,CNL,DEN,GR,RT,RXO
,,M,us/ft,in,%,g/cm3,API,ohm.m,ohm.m
Ags2,wire-cg,3145,54.84799957,8.68599987,7.921000004,2.690999985,53.92300034,76.6309967,70.95300293
Ags2,wire-cg,3145.125,54.7820015,8.68500042,7.517000198,2.691999912,53.3390007,81.74500275,75.41999817
Ags2,wire-cg,3145.25,54.4980011,8.684000015,7.355000019,2.697000027,52.73300171,83.63300323,77.29199982
Ags2,wire-cg,3145.375,54.29199982,8.680999756,7.05700016,2.707999945,50.16899872,85.03900146,79.8030014
Ags2,wire-cg,3145.5,54.29199982,8.678999901,6.84499979,2.711999893,47.34700012,82.63200378,79.50099945
Ags2,wire-cg,3145.625,54.27399826,8.680000305,6.835999966,2.710000038,47.06299973,80.04399872,77.875
Ags2,wire-cg,3145.75,54.32099915,8.68999958,7.097000122,2.697999954,50.03900146,72.85500336,71.73799896
Ags2,wire-cg,3145.875,54.43199921,8.718999863,7.598999977,2.684999943,55.10800171,64.84600067,63.28300095
Ags2,wire-cg,3146,54.65599823,8.737999916,7.868999958,2.680999994,56.93799973,61.58599854,59.30699921
Ags2,wire-cg,3146.125,54.65599823,8.767999649,8.329000473,2.686000109,57.98199844,58.6269989,54.38800049
Ags2,wire-cg,3146.25,54.89400101,8.777000427,8.600999832,2.697999954,56.63800049,61.36100006,54.90399933
Ags2,wire-cg,3146.375,55.1969986,8.774999619,8.640999794,2.703000069,55.74599838,64.47100067,56.94599915
Ags2,wire-cg,3146.5,55.09600067,8.755000114,8.437000275,2.701999903,54.31999969,71.41799927,62.23199844
Ags2,wire-cg,3146.625,55.02700043,8.737999916,8.243000031,2.697999954,53.99499893,73.92299652,64.33499908
Ags2,wire-cg,3146.75,54.90800095,8.701999664,7.912000179,2.687999964,54.63499832,75.60299683,66.00900269
Ags2,wire-cg,3146.875,54.90800095,8.68599987,7.868000031,2.680000067,56.65100098,74.71499634,65.55000305
Ags2,wire-cg,3147,54.85300064,8.690999985,7.961999893,2.678999901,57.17100143,74.28199768,65.28800201
Ags2,wire-cg,3147.125,54.8730011,8.720999718,8.145000458,2.684000015,55.50400162,74.40299988,65.68099976
Ags2,wire-cg,3147.25,54.76699829,8.758999825,8.045999527,2.694000006,52.56999969,76.46299744,68.08999634
Ags2,wire-cg,3147.375,54.77199936,8.772000313,7.920000076,2.696000099,52.05199814,78.03900146,69.80899811
Ags2,wire-cg,3147.5,54.77199936,8.779000282,7.768000126,2.694000006,53.22800064,79.83499908,71.92099762
