wellName,datasetName,Depth,AC,CAL,CNL,DEN,GR,RT,RXO
,,M,us/ft,in,%,g/cm3,API,ohm.m,ohm.m
Amx111,wire-cg,3688,59.12200165,8.571000099,9.862000465,2.683000088,49.6570015,16.60400009,16.21999931
Amx111,wire-cg,3688.125,59.12200165,8.57199955,9,2.671000004,47.75899887,19.17000008,18.30900002
Amx111,wire-cg,3688.25,57.54999924,8.572999954,8.371999741,2.661999941,45.32699966,21.19799995,19.98600006
Amx111,wire-cg,3688.375,56.54800034,8.574000359,7.097000122,2.644000053,39.84999847,26.79400063,24.63100052
Amx111,wire-cg,3688.5,56.59999847,8.572999954,6.512000084,2.632999897,37.72600174,31.70999908,28.91600037
Amx111,wire-cg,3688.625,57.57300186,8.57199955,6.607999802,2.631000042,38.06499863,32.50400162,29.74500084
Amx111,wire-cg,3688.75,58.86800003,8.57199955,7.399000168,2.634000063,39.4620018,30.12800026,27.89100075
Amx111,wire-cg,3688.875,58.86800003,8.57199955,8.531000137,2.640000105,41.06499863,25.48800087,23.59799957
Amx111,wire-cg,3689,59.89899826,8.57199955,9.116999626,2.64199996,42.3219986,23.54700089,21.6970005
Amx111,wire-cg,3689.125,60.43500137,8.572999954,10.00399971,2.644000053,45.58200073,21.01199913,19.30999947
Amx111,wire-cg,3689.25,60.61899948,8.574999809,10.08399963,2.642999887,48.19300079,19.70000076,18.41600037
Amx111,wire-cg,3689.375,60.65499878,8.576000214,9.914999962,2.642999887,48.87599945,19.41300011,18.37999916
Amx111,wire-cg,3689.5,60.65499878,8.578000069,9.715999603,2.645999908,49.02199936,19.37899971,18.77300072
Amx111,wire-cg,3689.625,60.73799896,8.579000473,9.954000473,2.65199995,48.61600113,19.46299934,19.0890007
Amx111,wire-cg,3689.75,61.03099823,8.579000473,10.15100002,2.654000044,48.69200134,19.39599991,19.07500076
Amx111,wire-cg,3689.875,61.4679985,8.579000473,10.52900028,2.655999899,50.14500046,18.96500015,18.76000023
Amx111,wire-cg,3690,61.85100174,8.578000069,10.74800014,2.655999899,51.41799927,18.54400063,18.4489994
Amx111,wire-cg,3690.125,62.01599884,8.576000214,11.1420002,2.657000065,54.34400177,17.36000061,17.45899963
Amx111,wire-cg,3690.25,62.01599884,8.574000359,11.16899967,2.65899992,56.76300049,16.36400032,16.41500092
Amx111,wire-cg,3690.375,61.86800003,8.57199955,11.08899975,2.65899992,57.09199905,16.13199997,16.10400009
Amx111,wire-cg,3690.5,61.5,8.571000099,10.91399956,2.655999899,55.35300064,16.06699944,15.93200016
Amx111,wire-cg,3690.625,61.16600037,8.571000099,10.74699974,2.650000095,52.31499863,16.25699997,16.04000092
Amx111,wire-cg,3690.75,61.0019989,8.571000099,10.64599991,2.645999908,51.41400146,16.50699997,16.24300003
Amx111,wire-cg,3690.875,61.0019989,8.57199955,10.48200035,2.63499999,51.64500046,17.29100037,17.03499985
Amx111,wire-cg,3691,61.03099823,8.572999954,10.47599983,2.625,52.55699921,17.72500038,17.73999977
Amx111,wire-cg,3691.125,61.36199951,8.572999954,10.52799988,2.622999907,52.63999939,17.80800056,17.66699982
Amx111,wire-cg,3691.25,61.94100189,8.57199955,10.73200035,2.628000021,52.26100159,17.54100037,17.13299942
Amx111,wire-cg,3691.375,62.48899841,8.571000099,10.87100029,2.635999918,52.22000122,17.27099991,16.74900055
