wellName,datasetName,Depth,AC,CAL,CNL,DEN,GR,RT,RXO
,,M,us/ft,in,%,g/cm3,API,ohm.m,ohm.m
Amx110,wire-cg,3455,57.51699829,8.706000328,9.515000343,2.697999954,26.25300026,14.48499966,10.05000019
Amx110,wire-cg,3455.125,57.89899826,8.68999958,9.583000183,2.694999933,28.85700035,14.34899998,10.65400028
Amx110,wire-cg,3455.25,58.48500061,8.680999756,9.663000107,2.683000088,31.78700066,14.02799988,10.83300018
Amx110,wire-cg,3455.375,59.03099823,8.675000191,9.668999672,2.671999931,33.95399857,14.42800045,11.30900002
Amx110,wire-cg,3455.5,59.47200012,8.666999817,9.63599968,2.667999983,35.24700165,15.75399971,12.57800007
Amx110,wire-cg,3455.625,59.60100174,8.657999992,9.597000122,2.667999983,36.64199829,17.24200058,14.21700001
Amx110,wire-cg,3455.75,59.75,8.649999619,9.600000381,2.66899991,38.76599884,17.96999931,15.41100025
Amx110,wire-cg,3455.875,59.82300186,8.645999908,9.626000404,2.670000076,40.4980011,17.83699989,15.81299973
Amx110,wire-cg,3456,59.72000122,8.645999908,9.652000427,2.66899991,40.47200012,17.46800041,15.8409996
Amx110,wire-cg,3456.125,59.5359993,8.649000168,9.645999908,2.667999983,38.76499939,17.49500084,16.06699944
Amx110,wire-cg,3456.25,59.34199905,8.651000023,9.536000252,2.667999983,37.8370018,17.88199997,16.58699989
Amx110,wire-cg,3456.375,59.28099823,8.649999619,9.270999908,2.671000004,38.98799896,18.32799911,17.17499924
Amx110,wire-cg,3456.5,59.1609993,8.649000168,9.024999619,2.676000118,41.36899948,18.58300018,17.5890007
Amx110,wire-cg,3456.625,58.95199966,8.652999878,8.637999535,2.684000015,42.81299973,18.70100021,17.85199928
Amx110,wire-cg,3456.75,58.63999939,8.661000252,8.201000214,2.694999933,42.61500168,18.83699989,18.0720005
Amx110,wire-cg,3456.875,58.17900085,8.670000076,7.956999779,2.700000048,41.51499939,19.36899948,18.55999947
Amx110,wire-cg,3457,58.01599884,8.673000336,7.769000053,2.703999996,40.24900055,20.56200027,19.62000084
Amx110,wire-cg,3457.125,57.61399841,8.673000336,7.65899992,2.703999996,39.02899933,22.33499908,21.27599907
Amx110,wire-cg,3457.25,57.06100082,8.673999786,7.638999939,2.703000069,38.26800156,24.01300049,22.90200043
Amx110,wire-cg,3457.375,56.65599823,8.675999641,7.672999859,2.700999975,38.13700104,25.41600037,24.22699928
Amx110,wire-cg,3457.5,56.50400162,8.675000191,7.722000122,2.698999882,38.11399841,26.89800072,25.56699944
Amx110,wire-cg,3457.625,56.6269989,8.673000336,7.846000195,2.697000027,37.54399872,28.42700005,27.04800034
Amx110,wire-cg,3457.75,56.69499969,8.673000336,8.088999748,2.691999912,37.12900162,29.29400063,28.06200027
Amx110,wire-cg,3457.875,56.97000122,8.675999641,8.312000275,2.687000036,38.4659996,28.77000046,27.83300018
Amx110,wire-cg,3458,57.44200134,8.67800045,8.696000099,2.680999994,41.4469986,27.33399963,26.71500015
Amx110,wire-cg,3458.125,57.9469986,8.677000046,9.180000305,2.673000097,45.01699829,25.58799934,25.27099991
Amx110,wire-cg,3458.25,58.39699936,8.677000046,9.472999573,2.667999983,47.5019989,24.0720005,23.99300003
Amx110,wire-cg,3458.375,58.53300095,8.680999756,9.708999634,2.664999962,47.74700165,23.15399933,23.22500038
Amx110,wire-cg,3458.5,58.72499847,8.68599987,9.81000042,2.661000013,45.81800079,23.01199913,23.18199921
Amx110,wire-cg,3458.625,58.87400055,8.687999725,9.786999702,2.65899992,43.89899826,23.36700058,23.65600014
Amx110,wire-cg,3458.75,58.8030014,8.68900013,9.654999733,2.655999899,43.74100113,23.73800087,24.18099976
Amx110,wire-cg,3458.875,58.49700165,8.684000015,9.453000069,2.651000023,44.93199921,23.69799995,24.31500053
Amx110,wire-cg,3459,58.00500107,8.678999901,9.300000191,2.648000002,45.44900131,23.08799934,23.81200027
Amx110,wire-cg,3459.125,57.83000183,8.673999786,9.067000389,2.644000053,44.77299881,22.29899979,22.95800018
Amx110,wire-cg,3459.25,57.43899918,8.668999672,8.864999771,2.641000032,43.34199905,22.14599991,22.5529995
Amx110,wire-cg,3459.375,56.95199966,8.664999962,8.578000069,2.641000032,41.52500153,22.9279995,23.05400085
Amx110,wire-cg,3459.5,56.67200089,8.663000107,8.288999557,2.645999908,39.66699982,24.38100052,24.27899933
Amx110,wire-cg,3459.625,56.69599915,8.661000252,8.166000366,2.65199995,38.72299957,26.04800034,25.81800079
Amx110,wire-cg,3459.75,57.06499863,8.657999992,8.208000183,2.661000013,39.0719986,27.2840004,27.1060009
Amx110,wire-cg,3459.875,57.21900177,8.654000282,8.463999748,2.66899991,40.4620018,27.25300026,27.3579998
Amx110,wire-cg,3460,57.7140007,8.654999733,8.722000122,2.671999931,42.2519989,25.48399925,25.9279995
Amx110,wire-cg,3460.125,58.47100067,8.661999702,9.088999748,2.674000025,44.28300095,22.93799973,23.5739994
Amx110,wire-cg,3460.25,59.14099884,8.673000336,9.446000099,2.674999952,46.68000031,20.7140007,21.38100052
Amx110,wire-cg,3460.375,59.625,8.682999611,9.616999626,2.677000046,48.92499924,19.33399963,20.00399971
Amx110,wire-cg,3460.5,59.75899887,8.687999725,9.725999832,2.677999973,50.20700073,18.56699944,19.25699997
Amx110,wire-cg,3460.625,59.93799973,8.68599987,9.784000397,2.680000067,49.97600174,18.28499985,19.01099968
Amx110,wire-cg,3460.75,60.14799881,8.680999756,9.829999924,2.677000046,49.15399933,18.24600029,19.0510006
Amx110,wire-cg,3460.875,60.28699875,8.677000046,9.876000404,2.667999983,48.86800003,18.16200066,19.05699921
Amx110,wire-cg,3461,60.33399963,8.675000191,9.892000198,2.65899992,49.69900131,17.84300041,18.75900078
